text,text_indexes
last night the very gods showd me a vision,"[274, 154, 2, 142, 201, 1288, 15, 8]"
then since this earth affords no joy to me,"[62, 212, 24, 288, 4305, 33, 420, 5]"
snakes in my heartblood warmd that sting my heart,"[5345, 11, 10, 5023, 4035, 9, 2827, 10]"
long have i been forlorn and all for thee,"[186, 20, 3, 125, 5083, 4, 37, 16]"
that all but we enjoy for how can we,"[9, 37, 19, 38, 1943, 16, 70, 97]"
to make the truth appear where it seems hid,"[5, 82, 2, 263, 879, 108, 14, 637]"
fetch me the hat and rapier in my cell,"[591, 15, 2, 1155, 4, 1978, 11, 10]"
so sir heartily well met and most glad of your company,"[29, 57, 2071, 51, 573, 4, 126, 432]"
as till that time i shall not pity thee,"[22, 146, 9, 110, 3, 35, 12, 480]"
as checking at his voyage and that he means,"[22, 10074, 46, 25, 1979, 4, 9, 17]"
this days black fate on more days doth depend,"[24, 427, 531, 1580, 42, 55, 427, 140]"
draught above heat makes him a fool the second mads,"[4345, 845, 1197, 285, 23, 8, 216, 2]"
he gave it to a commoner o the camp,"[17, 366, 14, 5, 8, 8931, 54, 2]"
or the light loss of england for a friend,"[50, 2, 286, 579, 6, 460, 16, 8]"
a kings son if i do not beat thee out of thy,"[8, 329, 161, 30, 3, 31, 12, 547]"
as if we kept a fair here where are these porters,"[22, 30, 38, 745, 8, 156, 72, 108]"
yes and you heard what the other told me,"[477, 4, 7, 215, 32, 2, 173, 277]"
in isbels case and mine own service is no,"[11, 5177, 629, 4, 102, 121, 526, 13]"
the length and breadth of a pair of indentures the,"[2, 1355, 4, 3146, 6, 8, 1320, 6]"
of the great count himself she is too mean,"[6, 2, 124, 681, 315, 48, 13, 96]"
done this day i have paid percy i have made him sure,"[132, 24, 134, 3, 20, 863, 1365, 3]"
on on on on on to the breach to the breach,"[42, 42, 42, 42, 42, 5, 2, 1650]"
and the garland too for the garland he might have,"[4, 2, 1630, 96, 16, 2, 1630, 17]"
will it give place to flexure and low bending,"[26, 14, 90, 214, 5, 7167, 4, 841]"
seven dozen of scots at a breakfast washes his,"[862, 2125, 6, 4243, 46, 8, 3007, 8199]"
crammed as he thinks with excellencies that it is,"[7691, 22, 17, 1037, 21, 13960, 9, 14]"
enter saturninus tamora demetrius chiron lords and others saturninus with the arrows in his hand that titus shot,"[113, 2542, 3699, 1985, 2109, 231, 4, 387]"
whose motive in this case should stir me most,"[255, 3158, 11, 24, 629, 83, 668, 15]"
the soldiers pole is falln young boys and girls,"[2, 465, 2605, 13, 2254, 220, 712, 4]"
they take for natural father the game is up,"[45, 95, 16, 2012, 165, 2, 2119, 13]"
and mar the concord with too harsh a descant,"[4, 1852, 2, 4852, 21, 96, 2468, 8]"
retire and the duke of exeter is master of the,"[3476, 4, 2, 176, 6, 1508, 13, 144]"
my lord the roynish clown at whom so oft,"[10, 67, 2, 8972, 2449, 46, 222, 29]"
could witness it for he was with me then,"[128, 696, 14, 16, 17, 53, 21, 15]"
my tale provokes that question dear they durst not,"[10, 630, 7441, 9, 585, 232, 45, 918]"
nor italian and you will come into the court and,"[117, 3491, 4, 7, 26, 52, 236, 2]"
if i do die before thee prithee shroud me,"[30, 3, 31, 193, 168, 40, 515, 4174]"
so sweet was neer so fatal i must weep,"[29, 158, 53, 314, 29, 3290, 3, 88]"
me believe it you may as soon make her that you,"[15, 422, 14, 7, 80, 22, 530, 82]"
ground of your fair mistress make her go back even,"[550, 6, 27, 156, 299, 82, 34, 76]"
how sad he looks sure he is much afflicted,"[70, 561, 17, 429, 252, 17, 13, 104]"
to me my remembrance is very free and clear from,"[5, 15, 10, 4488, 13, 142, 467, 4]"
proportion rests me his minim rest one two and,"[4735, 2799, 15, 25, 13028, 234, 68, 137]"
is it as he will well then france shall rue,"[13, 14, 22, 17, 26, 51, 62, 240]"
for it shall strew the footsteps of my rising,"[16, 14, 35, 2707, 2, 10686, 6, 10]"
when i would pray and think i think and pray,"[58, 3, 43, 123, 4, 100, 3, 100]"
break their hearts but they will effect god be,"[296, 92, 397, 19, 45, 26, 1349, 122]"
to be in love where scorn is bought with groans,"[5, 18, 11, 59, 108, 716, 13, 935]"
mark what i say attend me where i wheel,"[377, 32, 3, 71, 1137, 15, 108, 3]"
hear me my love be thou but true of heart,"[119, 15, 10, 59, 18, 28, 19, 129]"
me and i will no longer endure it therefore allow,"[15, 4, 3, 26, 33, 786, 1342, 14]"
third servingman my lord we know your grace to be a man,"[772, 2787, 10, 67, 38, 69, 27, 175]"
ah no more of that hal an thou lovest me,"[575, 33, 55, 6, 9, 1160, 78, 28]"
nay but hark you francis for the sugar thou,"[151, 19, 695, 7, 2760, 16, 2, 2547]"
the poop but tis in the nose of thee thou art the,"[2, 6104, 19, 98, 11, 2, 846, 6]"
the humour of it quoth a heres a fellow,"[2, 643, 6, 14, 827, 8, 380, 8]"
i fear me he will scarce be pleased withal,"[3, 135, 15, 17, 26, 866, 18, 764]"
spare none but such as go in clouted shoon,"[1014, 177, 19, 99, 22, 76, 11, 6276]"
does of the shepherds for his best friends if they,"[271, 6, 2, 3168, 16, 25, 194, 217]"
as long as you or i yet he must die,"[22, 186, 22, 7, 50, 3, 84, 17]"
for had i cursed now i had cursed myself,"[16, 77, 3, 1647, 44, 3, 77, 1647]"
hannibal i respected with her before i was married,"[11463, 3, 2938, 21, 34, 168, 3, 53]"
his nurse why she was dead ere thou wert born,"[25, 860, 91, 48, 53, 180, 203, 28]"
am for his love and service so to him,"[49, 16, 25, 59, 4, 526, 29, 5]"
and am right glad to catch this good occasion,"[4, 49, 260, 432, 5, 1173, 24, 47]"
with any scruple your scope is as mine own,"[21, 131, 3248, 27, 2215, 13, 22, 102]"
make claim and title to the crown of france,"[82, 1034, 4, 1035, 5, 2, 342, 6]"
ah my good lord i grieve at what i speak,"[575, 10, 47, 67, 3, 1343, 46, 32]"
that is to see how deep my grave is made,"[9, 13, 5, 85, 70, 632, 10, 520]"
he lies not like the living o my heart,"[17, 396, 12, 87, 2, 676, 54, 10]"
and i am nothing slow to slack his haste,"[4, 3, 49, 188, 1264, 5, 2594, 25]"
whats the matter have we devils here do you put,"[436, 2, 309, 20, 38, 1221, 72, 31]"
which since have steaded much so of his gentleness,"[66, 212, 20, 13284, 104, 29, 6, 25]"
that would not bless our europe with your daughter,"[9, 43, 12, 855, 56, 7985, 21, 27]"
thee oer to harshness her eyes are fierce but thine,"[40, 426, 5, 10926, 34, 141, 39, 2163]"
these boys know little they are sons to the king,"[109, 712, 69, 228, 45, 39, 483, 5]"
if i owe you any thing i will pay you in cudgels,"[30, 3, 943, 7, 131, 179, 3, 26]"
my lord the mayor of london comes to greet you,"[10, 67, 2, 1569, 6, 1081, 187, 5]"
and out of her own goodness make the net,"[4, 89, 6, 34, 121, 1813, 82, 2]"
he doth my lord and is become your foe,"[17, 140, 10, 67, 4, 13, 721, 27]"
no more of him he is a worthy man make way they,"[33, 55, 6, 23, 17, 13, 8, 615]"
and mark my greeting well for what i speak,"[4, 377, 10, 3941, 51, 16, 32, 3]"
why man they did make love to this employment,"[91, 65, 45, 86, 82, 59, 5, 24]"
though now you have no seacap on your head,"[143, 44, 7, 20, 33, 14069, 42, 27]"
i would scarce trust myself though i had sworn the,"[3, 43, 866, 440, 256, 143, 3, 77]"
this field shall hold me and so hold your vow,"[24, 544, 35, 192, 15, 4, 29, 192]"
not have hit i can watch you for telling how i took,"[12, 20, 931, 3, 97, 623, 7, 16]"
and i will send you to my brother gloucester,"[4, 3, 26, 332, 7, 5, 10, 262]"
how it did grieve macbeth did he not straight,"[70, 14, 86, 1343, 2224, 86, 17, 12]"
all my sad captains fill our bowls once more,"[37, 10, 561, 2687, 868, 56, 6698, 210]"
peace i say hear mine host of the garter am i,"[223, 3, 71, 119, 102, 791, 6, 2]"
scene i a forest in the north of england,"[521, 3, 8, 1402, 11, 2, 1360, 6]"
have i in conquest stretchd mine arm so far,"[20, 3, 11, 2984, 3580, 102, 548, 29]"
nay he is dead and slain by edwards hand,"[151, 17, 13, 180, 4, 818, 36, 2172]"
whiles you beguile the time and feed your knowledge,"[1040, 7, 2580, 2, 110, 4, 738, 27]"
well may we fight for her whom we know well,"[51, 80, 38, 354, 16, 34, 222, 38]"
i humbly thank him and i thank you all,"[3, 1401, 261, 23, 4, 3, 261, 7]"
my lord you shall oerrule my mind for once,"[10, 67, 7, 35, 5582, 10, 251, 16]"
for here comes the trout that must be caught with tickling,"[16, 72, 187, 2, 13975, 9, 88, 18]"
sack as i today wilt thou tell a monstrous lie,"[933, 22, 3, 622, 292, 28, 94, 8]"
as helen an she were not kin to me she would be as,"[22, 1229, 78, 48, 74, 12, 1469, 5]"
known to desdemona if she will return me my,"[369, 5, 5923, 30, 48, 26, 688, 15]"
day during his life he could not have scaped,"[134, 3006, 25, 120, 17, 128, 12, 20]"
writ and can never find what names the writing,"[634, 4, 97, 130, 153, 32, 1020, 2]"
ill have thy beauty scratchd with briers and made,"[63, 20, 41, 664, 5583, 21, 6486, 4]"
in his youth an inland man one that knew courtship,"[11, 25, 374, 78, 9037, 65, 68, 9]"
my fingers itch wife we scarce thought us blest,"[10, 1906, 4885, 191, 38, 866, 233, 81]"
and give him from me this most needful scroll,"[4, 90, 23, 60, 15, 24, 126, 1907]"
if you shall send them word you will not come,"[30, 7, 35, 332, 64, 172, 7, 26]"
but i will have my lord and you again,"[19, 3, 26, 20, 10, 67, 4, 7]"
richard i bear thy name ill venge thy death,"[597, 3, 169, 41, 152, 63, 3869, 41]"
you smell this business with a sense as cold,"[7, 1198, 24, 545, 21, 8, 670, 22]"
twill be heavier soon by the weight of a man,"[969, 18, 2947, 530, 36, 2, 1251, 6]"
word of mouth set upon aguecheek a notable report,"[172, 6, 513, 196, 105, 14047, 8, 2830]"
can make you greater than the queen of goths,"[97, 82, 7, 1179, 79, 2, 202, 6]"
heavens he shows me where the bachelors sit and,"[497, 17, 790, 15, 108, 2, 6125, 383]"
so in the world tis furnishd well with men,"[29, 11, 2, 133, 98, 4311, 51, 21]"
that hath abundance of charge too god knows what,"[9, 75, 6042, 6, 362, 96, 122, 365]"
do as i bid thee or rather do thy pleasure,"[31, 22, 3, 248, 40, 50, 272, 31]"
and find not her whom thou pursuest flow flow,"[4, 153, 12, 34, 222, 28, 9763, 1689]"
great oneyers such as can hold in such as will,"[124, 8146, 99, 22, 97, 192, 11, 99]"
love perhaps a hackney but have you forgot your love,"[59, 2058, 8, 11129, 19, 20, 7, 941]"
the name of prosper it did bass my trespass,"[2, 152, 6, 2845, 14, 86, 13360, 10]"
humour of mine sir to take that that no man else,"[643, 6, 102, 57, 5, 95, 9, 9]"
most dreadful thing for there is not a more fearful,"[126, 2593, 179, 16, 73, 13, 12, 8]"
vain pomp and glory of this world i hate ye,"[1001, 1817, 4, 1150, 6, 24, 133, 3]"
understand what you mean by bidding me taste my legs,"[1170, 32, 7, 264, 36, 2180, 15, 867]"
and in this harsh world draw thy breath in pain,"[4, 11, 24, 2468, 133, 385, 41, 373]"
this hand should chop it off and with the,"[24, 112, 83, 3119, 14, 184, 4, 21]"
the fool is the whetstone of the wits how now,"[2, 216, 13, 2, 5248, 6, 2, 757]"
gallantry of troy i would fain have armed today,"[13780, 6, 888, 3, 43, 717, 20, 1931]"
this intolerable deal of sack what there is else,"[24, 8247, 939, 6, 933, 32, 73, 13]"
as far as land will let me by your side,"[22, 304, 22, 485, 26, 61, 15, 36]"
that man i the world who shall report he has,"[9, 65, 3, 2, 133, 106, 35, 614]"
richard and hastings let them go here is the duke,"[597, 4, 1407, 61, 64, 76, 72, 13]"
hunts but one that fills up the cry my money is,"[12521, 19, 68, 9, 2847, 107, 2, 360]"
what i i love i sue i seek a wife,"[32, 3, 3, 59, 3, 1839, 3, 338]"
an if i wist he didbut let it rest,"[78, 30, 3, 8408, 17, 8409, 61, 14]"
and even in kind love i do conjure thee,"[4, 167, 11, 317, 59, 3, 31, 1860]"
that was your son that is your child that shall,"[9, 53, 27, 161, 9, 13, 27, 386]"
now is mortimer lord of this city and here sitting,"[44, 13, 4948, 67, 6, 24, 740, 4]"
it will let this man live but how out of this can she avail,"[14, 26, 61, 24, 65, 163, 19, 70]"
deliver you more how goes it now sir this news,"[1151, 7, 55, 70, 398, 14, 44, 57]"
have now found thee when i lose thee again i care,"[20, 44, 344, 40, 58, 3, 392, 40]"
unless we sweep em from the door with cannons,"[626, 38, 3420, 376, 60, 2, 524, 21]"
it is the east and juliet is the sun,"[14, 13, 2, 1621, 4, 1984, 13, 2]"
one i tell you that will not miss you morning nor,"[68, 3, 94, 7, 9, 26, 12, 1507]"
i have lookd on thousands who have sped the better,"[3, 20, 978, 42, 3608, 106, 20, 5962]"
give you all greetings that a king at friend,"[90, 7, 37, 14392, 9, 8, 93, 46]"
but soft i pray you did king richard then,"[19, 705, 3, 123, 7, 86, 93, 597]"
tellest thou me of ifs thou art a traitor,"[7701, 28, 15, 6, 12912, 28, 118, 8]"
come to this gear you are a good archer marcus,"[52, 5, 24, 7619, 7, 39, 8, 47]"
who with mine eyes never since at ebb beheld,"[106, 21, 102, 141, 130, 212, 46, 2987]"
and suckd my verdure out ont thou attendst not,"[4, 4866, 10, 13277, 89, 662, 28, 13278]"
why tis no matter man if they did hear,"[91, 98, 33, 309, 65, 30, 45, 86]"
for i never saw her i would be loath to cast away,"[16, 3, 130, 318, 34, 3, 43, 18]"
whats like to be their words we did request it,"[436, 87, 5, 18, 92, 213, 38, 86]"
thou ranst a tilt in honour of my love,"[28, 8454, 8, 4950, 11, 197, 6, 10]"
a greater gift than that ill give my cousin,"[8, 1179, 985, 79, 9, 63, 90, 10]"
o if it should how would thy guts fall about thy,"[54, 30, 14, 83, 70, 43, 41, 3020]"
enter three soldiers john bates alexander court and michael williams,"[113, 225, 465, 351, 5643, 3236, 308, 4]"
be of good cheer youth you a man you lack a,"[18, 6, 47, 1013, 374, 7, 8, 65]"
tell him from me that he hath done me wrong,"[94, 23, 60, 15, 9, 17, 75, 132]"
when alls spent he ld be crossd then an he could,"[58, 1566, 1133, 17, 13441, 18, 3784, 62]"
he bores me with some trick hes gone to the king,"[17, 10504, 15, 21, 103, 1164, 283, 207]"
for my wounds sake to give their suffrage please you,"[16, 10, 917, 402, 5, 90, 92, 9516]"
one sir in this interlude one sir topas sir but,"[68, 57, 11, 24, 7714, 68, 57, 2544]"
well god ild you they say the owl was a bakers,"[51, 122, 973, 7, 45, 71, 2, 2061]"
tree understand a plain man in his plain meaning,"[1169, 1170, 8, 613, 65, 11, 25, 613]"
take heed have open eye for thieves do foot by night,"[95, 1011, 20, 638, 241, 16, 1424, 31]"
as i for praise alone now seek to spill,"[22, 3, 16, 459, 603, 44, 338, 5]"
even he that makes her queen who should be else,"[167, 17, 9, 285, 34, 202, 106, 83]"
for out o doors he went without their helps,"[16, 89, 54, 1074, 17, 608, 410, 92]"
o had it been a stranger not my child,"[54, 77, 14, 125, 8, 1410, 12, 10]"
as now i reap at thy too cruel hand,"[22, 44, 3, 3110, 46, 41, 96, 1527]"
i will lay trust upon thee and thou shalt find a,"[3, 26, 313, 440, 105, 40, 4, 28]"
with lawyers in the vacation for they sleep between,"[21, 5108, 11, 2, 9034, 16, 45, 324]"
king lewis i here protest in sight of heaven,"[93, 1586, 3, 72, 1531, 11, 505, 6]"
for heaven sake hubert let me not be bound,"[16, 138, 402, 2221, 61, 15, 12, 18]"
i wish it might for now i am your fool,"[3, 339, 14, 171, 16, 44, 3, 49]"
madam you must come to your uncle yonders old,"[357, 7, 88, 52, 5, 27, 684, 6496]"
enter with drum and colours cordelia doctor and soldiers,"[113, 21, 617, 4, 1088, 2968, 914, 4]"
faith that was not so well yet would i knew,"[206, 9, 53, 12, 29, 51, 84, 43]"
thou still hast been the father of good news,"[28, 204, 155, 125, 2, 165, 6, 47]"
so well nothing so well no nor mean better,"[29, 51, 188, 29, 51, 33, 117, 264]"
entertainest my love let it appear in thy smiling,"[13999, 10, 59, 61, 14, 879, 11, 41]"
this man is better than the man he slew,"[24, 65, 13, 199, 79, 2, 65, 17]"
to let him spend his time no more at home,"[5, 61, 23, 799, 25, 110, 33, 55]"
say what thou canst ill go along with thee,"[71, 32, 28, 403, 63, 76, 1054, 21]"
alas the sea hath cast me on the rocks,"[569, 2, 321, 75, 725, 15, 42, 2]"
exit cassius with some of the citizens brutus goes into the pulpit,"[2020, 1776, 21, 103, 6, 2, 2050, 642]"
flourish enter the french king the dauphin the dukes of berri and bretagne the constable and others,"[609, 113, 2, 532, 93, 2, 1385, 2]"
to prick and sting her fare thee well at once,"[5, 2015, 4, 2827, 34, 554, 40, 51]"
his son am i deny it if you can,"[25, 161, 49, 3, 594, 14, 30, 7]"
catch if he knock out either of your brains a,"[1173, 30, 17, 1103, 89, 587, 6, 27]"
nay thats right but why wear you your leek today,"[151, 250, 260, 19, 91, 349, 7, 27]"
and here to pledge my vow i give my hand,"[4, 72, 5, 3832, 10, 778, 3, 90]"
brother i advise you to the best go armed i,"[262, 3, 1537, 7, 5, 2, 194, 76]"
each word thou hast spoke hath weeded from my heart,"[462, 172, 28, 155, 560, 75, 9568, 60]"
marry that will i live and die a maid,"[237, 9, 26, 3, 163, 4, 193, 8]"
and whether we shall meet again i know not,"[4, 678, 38, 35, 253, 178, 3, 69]"
enough who can speak broader than he that has no,"[327, 106, 97, 101, 7749, 79, 17, 9]"
and once more in mine arms i bid him welcome,"[4, 210, 55, 11, 102, 361, 3, 248]"
sir such answer as i can make you shall command,"[57, 99, 298, 22, 3, 97, 82, 7]"
say theres but five upon this isle we are three,"[71, 244, 19, 534, 105, 24, 1449, 38]"
a plot shall show us all a merry day,"[8, 1111, 35, 209, 81, 37, 8, 563]"
which since we cannot do to make you friends,"[66, 212, 38, 162, 31, 5, 82, 7]"
are of a most select and generous chief in that,"[39, 6, 8, 126, 9873, 4, 4677, 1588]"
of me for jests but now ill set my teeth,"[6, 15, 16, 2316, 19, 44, 63, 196]"
and when love speaks the voice of all the gods,"[4, 58, 59, 576, 2, 523, 6, 37]"
i beg the law the law upon his head,"[3, 577, 2, 411, 2, 411, 105, 25]"
death lie thou there by a dead man interrd,"[127, 249, 28, 73, 36, 8, 180, 65]"
had he done so to great and growing men,"[77, 17, 132, 29, 5, 124, 4, 3598]"
to the tuition of god from my house if i had it,"[5, 2, 12243, 6, 122, 60, 10, 190]"
had sent to me first but for my minds sake,"[77, 301, 5, 15, 157, 19, 16, 10]"
