text,text_indexes
you lie ye rogue tis going to the kings tavern,"[7, 249, 266, 1053, 98, 708, 5, 2]"
sirs you four shall front them in the narrow lane,"[1324, 7, 511, 35, 3733, 64, 11, 2]"
ned poins and i will walk lower if they scape,"[3001, 2741, 4, 3, 26, 517, 2377, 30]"
indeed i am not john of gaunt your grandfather,"[254, 3, 49, 12, 351, 6, 1549, 27]"
when thou needest him there thou shalt find him,"[58, 28, 8162, 23, 73, 28, 273, 153]"
now cannot i strike him if i should be hanged,"[44, 162, 3, 559, 23, 30, 3, 83]"
now my masters happy man be his dole say i,"[44, 10, 574, 570, 65, 18, 25, 4232]"
come neighbour the boy shall lead our horses down,"[52, 1787, 2, 238, 35, 543, 56, 1049]"
the hill well walk afoot awhile and ease our legs,"[2, 1492, 51, 517, 2554, 1085, 4, 1050]"
o we are undone both we and ours for ever,"[54, 38, 39, 1431, 164, 38, 4, 674]"
hang ye gorbellied knaves are ye undone no ye,"[479, 266, 8163, 1113, 39, 266, 1431, 33]"
fat chuffs i would your store were here on,"[802, 8164, 3, 43, 27, 1614, 74, 72]"
bacons on what ye knaves young men must live,"[8165, 42, 32, 266, 1113, 220, 116, 88]"
you are grandjurors are ye well jure ye faith,"[7, 39, 8166, 39, 266, 51, 8167, 266]"
the thieves have bound the true men now could thou,"[2, 1424, 20, 409, 2, 129, 116, 44]"
and i rob the thieves and go merrily to london it,"[4, 3, 1426, 2, 1424, 4, 76, 3735]"
would be argument for a week laughter for a month,"[43, 18, 1325, 16, 8, 1432, 2558, 16]"
come my masters let us share and then to horse,"[52, 10, 574, 61, 81, 1613, 4, 62]"
before day an the prince and poins be not two,"[168, 134, 78, 2, 265, 4, 2741, 18]"
no more valour in that poins than in a wildduck,"[33, 55, 788, 11, 9, 2741, 79, 11]"
as they are sharing the prince and poins set upon them they all run away and falstaff after a blow or two runs away too leaving the booty behind them,"[22, 45, 39, 4947, 2, 265, 4, 2741]"
the thieves are all scatterd and possessd with fear,"[2, 1424, 39, 37, 6052, 4, 2378, 21]"
so strongly that they dare not meet each other,"[29, 2559, 9, 45, 345, 12, 253, 462]"
and lards the lean earth as he walks along,"[4, 8168, 2, 1607, 288, 22, 17, 2236]"
were t not for laughing i should pity him,"[74, 482, 12, 16, 3737, 3, 83, 480]"
but for mine own part my lord i could be well,"[19, 16, 102, 121, 174, 10, 67, 3]"
contented to be there in respect of the love i bear,"[2560, 5, 18, 73, 11, 789, 6, 2]"
your house he could be contented why is he not,"[27, 190, 17, 128, 18, 2560, 91, 13]"
then in respect of the love he bears our house,"[62, 11, 789, 6, 2, 59, 17, 828]"
he shows in this he loves his own barn better than,"[17, 790, 11, 24, 17, 333, 25, 121]"
he loves our house let me see some more the,"[17, 333, 56, 190, 61, 15, 85, 103]"
certain tis dangerous to take a cold to sleep to,"[610, 98, 1615, 5, 95, 8, 415, 5]"
drink but i tell you my lord fool out of this,"[475, 19, 3, 94, 7, 10, 67, 216]"
your whole plot too light for the counterpoise of so,"[27, 558, 1111, 96, 286, 16, 2, 8170]"
great an opposition say you so say you so i say,"[124, 78, 6053, 71, 7, 29, 71, 7]"
unto you again you are a shallow cowardly hind and,"[421, 7, 178, 7, 39, 8, 1888, 3002]"
you lie what a lackbrain is this by the lord,"[7, 249, 32, 8, 8171, 13, 24, 36]"
our plot is a good plot as ever was laid our,"[56, 1111, 13, 8, 47, 1111, 22, 205]"
this why my lord of york commends the plot and the,"[24, 91, 10, 67, 6, 311, 4233, 2]"
general course of action zounds an i were now by,"[710, 583, 6, 920, 1991, 78, 3, 74]"
this rascal i could brain him with his ladys fan,"[24, 1369, 3, 128, 898, 23, 21, 25]"
is there not my father my uncle and myself lord,"[13, 73, 12, 10, 165, 10, 684, 4]"
edmund mortimer my lord of york and owen glendower,"[1433, 4948, 10, 67, 6, 311, 4, 6054]"
is there not besides the douglas have i not all,"[13, 73, 12, 899, 2, 2749, 20, 3]"
their letters to meet me in arms by the ninth of the,"[92, 675, 5, 253, 15, 11, 361, 36]"
next month and are they not some of them set,"[503, 1196, 4, 39, 45, 12, 103, 6]"
forward already what a pagan rascal is this an,"[1139, 934, 32, 8, 4236, 1369, 13, 24]"
infidel ha you shall see now in very sincerity,"[6055, 528, 7, 35, 85, 44, 11, 142]"
of fear and cold heart will he to the king and lay,"[6, 135, 4, 415, 111, 26, 17, 5]"
open all our proceedings o i could divide myself,"[638, 37, 56, 8172, 54, 3, 128, 3003]"
and go to buffets for moving such a dish of,"[4, 76, 5, 6057, 16, 3322, 99, 8]"
skim milk with so honourable an action hang him,"[8173, 2756, 21, 29, 1550, 78, 920, 479]"
let him tell the king we are prepared i will set,"[61, 23, 94, 2, 93, 38, 39, 1788]"
how now kate i must leave you within these two hours,"[70, 44, 584, 3, 88, 136, 7, 335]"
o my good lord why are you thus alone,"[54, 10, 47, 67, 91, 39, 7, 145]"
tell me sweet lord what ist that takes from thee,"[94, 15, 158, 67, 32, 654, 9, 647]"
why dost thou bend thine eyes upon the earth,"[91, 218, 28, 1327, 230, 141, 105, 2]"
why hast thou lost the fresh blood in thy cheeks,"[91, 155, 28, 325, 2, 896, 149, 11]"
and given my treasures and my rights of thee,"[4, 388, 10, 6058, 4, 10, 2757, 6]"
in thy faint slumbers i by thee have watchd,"[11, 41, 1696, 8174, 3, 36, 40, 20]"
cry courage to the field and thou hast talkd,"[360, 1616, 5, 2, 544, 4, 28, 155]"
thy spirit within thee hath been so at war,"[41, 500, 335, 40, 75, 125, 29, 46]"
and thus hath so bestirrd thee in thy sleep,"[4, 145, 75, 29, 8175, 40, 11, 41]"
that beads of sweat have stood upon thy brow,"[9, 3739, 6, 1995, 20, 884, 105, 41]"
such as we see when men restrain their breath,"[99, 22, 38, 85, 58, 116, 8176, 92]"
on some great sudden hest o what portents are these,"[42, 103, 124, 1328, 8177, 54, 32, 4949]"
and i must know it else he loves me not,"[4, 3, 88, 69, 14, 211, 17, 333]"
what horse a roan a cropear is it not,"[32, 359, 8, 6059, 8, 8178, 13, 14]"
a weasel hath not such a deal of spleen,"[8, 6060, 75, 12, 99, 8, 939, 6]"
an if thou wilt not tell me all things true,"[78, 30, 28, 292, 12, 94, 15, 37]"
i care not for thee kate this is no world,"[3, 331, 12, 16, 40, 584, 24, 13]"
to play with mammets and to tilt with lips,"[5, 282, 21, 8179, 4, 5, 4950, 21]"
and pass them current too gods me my horse,"[4, 448, 64, 3005, 96, 201, 15, 10]"
do you not love me do you not indeed,"[31, 7, 12, 59, 15, 31, 7, 12]"
well do not then for since you love me not,"[51, 31, 12, 62, 16, 212, 7, 59]"
i will not love myself do you not love me,"[3, 26, 12, 59, 256, 31, 7, 12]"
nay tell me if you speak in jest or no,"[151, 94, 15, 30, 7, 101, 11, 580]"
and when i am on horseback i will swear,"[4, 58, 3, 49, 42, 3740, 3, 26]"
i know you wise but yet no farther wise,"[3, 69, 7, 471, 19, 84, 33, 1996]"
thou wilt not utter what thou dost not know,"[28, 292, 12, 1329, 32, 28, 218, 12]"
and so far will i trust thee gentle kate,"[4, 29, 304, 26, 3, 440, 40, 529]"
ned prithee come out of that fat room and lend me,"[3001, 515, 52, 89, 6, 9, 802, 1055]"
with three or four loggerheads amongst three or four,"[21, 225, 50, 511, 8180, 1997, 225, 50]"
to a leash of drawers and can call them all by,"[5, 8, 8181, 6, 8182, 4, 97, 166]"
though i be but the prince of wales yet i am king,"[143, 3, 18, 19, 2, 265, 6, 1494]"
of courtesy and tell me flatly i am no proud jack,"[6, 1889, 4, 94, 15, 4237, 3, 49]"
like falstaff but a corinthian a lad of mettle a,"[87, 1114, 19, 8, 8183, 8, 1875, 6]"
good boy by the lord so they call me and when i,"[47, 238, 36, 2, 67, 29, 45, 166]"
am king of england i shall command all the good,"[49, 93, 6, 460, 3, 35, 666, 37]"
scarlet and when you breathe in your watering they,"[4951, 4, 58, 7, 921, 11, 27, 8184]"
cry hem and bid you play it off to conclude i,"[360, 4238, 4, 248, 7, 282, 14, 184]"
am so good a proficient in one quarter of an hour,"[49, 29, 47, 8, 8185, 11, 68, 2759]"
that i can drink with any tinker in his own language,"[9, 3, 97, 475, 21, 131, 8186, 11]"
during my life i tell thee ned thou hast lost,"[3006, 10, 120, 3, 94, 40, 3001, 28]"
much honour that thou wert not with me in this sweet,"[104, 197, 9, 28, 648, 12, 21, 15]"
ned i give thee this pennyworth of sugar clapped,"[3001, 3, 90, 40, 24, 4239, 6, 2547]"
even now into my hand by an underskinker one that,"[167, 44, 236, 10, 112, 36, 78, 8187]"
never spake other english in his life than eight,"[130, 1025, 173, 842, 11, 25, 120, 79]"
this shrill addition anon anon sir score a pint,"[24, 8188, 3741, 865, 865, 57, 1998, 8]"
of bastard in the halfmoon or so but ned to,"[6, 885, 11, 2, 8189, 50, 29, 19]"
drive away the time till falstaff come i prithee,"[1495, 159, 2, 110, 146, 1114, 52, 3]"
do thou stand in some byroom while i question my,"[31, 28, 181, 11, 103, 8190, 356, 3]"
puny drawer to what end he gave me the sugar and do,"[8191, 4240, 5, 32, 278, 17, 366, 15]"
to me may be nothing but anon step aside and,"[5, 15, 80, 18, 188, 19, 865, 1999]"
anon anon sir look down into the pomgarnet ralph,"[865, 865, 57, 115, 150, 236, 2, 8192]"
five year byr lady a long lease for the clinking,"[534, 806, 2561, 185, 8, 186, 4241, 16]"
of pewter but francis darest thou be so valiant,"[6, 8194, 19, 2760, 1427, 28, 18, 29]"
as to play the coward with thy indenture and show it,"[22, 5, 282, 2, 773, 21, 41, 6063]"
a fair pair of heels and run from it,"[8, 156, 1320, 6, 959, 4, 394, 60]"
o lord sir ill be sworn upon all the books in,"[54, 67, 57, 63, 18, 571, 105, 37]"
nay but hark you francis for the sugar thou,"[151, 19, 695, 7, 2760, 16, 2, 2547]"
i will give thee for it a thousand pound ask me,"[3, 26, 90, 40, 16, 14, 8, 454]"
why then your brown bastard is your only drink,"[91, 62, 27, 2000, 885, 13, 27, 379]"
will sully in barbary sir it cannot come to so much,"[26, 6064, 11, 4242, 57, 14, 162, 52]"
away you rogue dost thou not hear them call,"[159, 7, 1053, 218, 28, 12, 119, 64]"
here they both call him the drawer stands amazed not knowing which way to go,"[72, 45, 164, 166, 23, 2, 4240, 556]"
my lord old sir john with halfadozen more are,"[10, 67, 139, 57, 351, 21, 8195, 55]"
let them alone awhile and then open the door,"[61, 64, 603, 1085, 4, 62, 638, 2]"
sirrah falstaff and the rest of the thieves are at,"[692, 1114, 4, 2, 234, 6, 2, 1424]"
as merry as crickets my lad but hark ye what,"[22, 563, 22, 4953, 10, 1875, 19, 695]"
cunning match have you made with this jest of the,"[1201, 733, 20, 7, 114, 21, 24, 580]"
i am now of all humours that have showed themselves,"[3, 49, 44, 6, 37, 2002, 9, 20]"
humours since the old days of goodman adam to the,"[2002, 212, 2, 139, 427, 6, 3743, 2239]"
pupil age of this present twelve oclock at midnight,"[3323, 472, 6, 24, 514, 1482, 2003, 46]"
that ever this fellow should have fewer words than a,"[9, 205, 24, 322, 83, 20, 8196, 213]"
parrot and yet the son of a woman his industry is,"[8197, 4, 84, 2, 161, 6, 8, 279]"
a reckoning i am not yet of percys mind the,"[8, 2228, 3, 49, 12, 84, 6, 8198]"
hotspur of the north he that kills me some six or,"[4219, 6, 2, 1360, 17, 9, 2761, 15]"
seven dozen of scots at a breakfast washes his,"[862, 2125, 6, 4243, 46, 8, 3007, 8199]"
hands and says to his wife fie upon this quiet,"[258, 4, 353, 5, 25, 191, 736, 105]"
life i want work o my sweet harry says she,"[120, 3, 533, 404, 54, 10, 158, 1275]"
how many hast thou killed today give my roan,"[70, 227, 155, 28, 1140, 622, 90, 10]"
fourteen an hour after a trifle a trifle i,"[3008, 78, 306, 316, 8, 2562, 8, 2562]"
wife rivo says the drunkard call in ribs call in tallow,"[191, 8200, 353, 2, 3324, 166, 11, 2126]"
enter falstaff gadshill bardolph and peto francis following with wine,"[113, 1114, 6017, 2376, 4, 3744, 2760, 1242]"
a plague of all cowards i say and a vengeance too,"[8, 720, 6, 37, 2231, 3, 71, 4]"
marry and amen give me a cup of sack boy ere i,"[237, 4, 1435, 90, 15, 8, 1080, 6]"
lead this life long ill sew nether stocks and mend,"[543, 24, 120, 186, 63, 4244, 6066, 1890]"
them and foot them too a plague of all cowards,"[64, 4, 413, 64, 96, 8, 720, 6]"
give me a cup of sack rogue is there no virtue extant,"[90, 15, 8, 1080, 6, 933, 1053, 13]"
didst thou never see titan kiss a dish of butter,"[445, 28, 130, 85, 8201, 412, 8, 1493]"
of the suns if thou didst then behold that compound,"[6, 2, 2563, 30, 28, 445, 62, 900]"
you rogue heres lime in this sack too there is,"[7, 1053, 380, 2379, 11, 24, 933, 96]"
nothing but roguery to be found in villanous man,"[188, 19, 8202, 5, 18, 344, 11, 3316]"
yet a coward is worse than a cup of sack with lime,"[84, 8, 773, 13, 455, 79, 8, 1080]"
in it a villanous coward go thy ways old jack,"[11, 14, 8, 3316, 773, 76, 41, 901]"
die when thou wilt if manhood good manhood be,"[193, 58, 28, 292, 30, 2762, 47, 2762]"
not forgot upon the face of the earth then am i a,"[12, 941, 105, 2, 200, 6, 2, 288]"
unhanged in england and one of them is fat and,"[8203, 11, 460, 4, 68, 6, 64, 13]"
grows old god help the while a bad world i say,"[922, 139, 122, 284, 2, 356, 8, 551]"
i would i were a weaver i could sing psalms or any,"[3, 43, 3, 74, 8, 3745, 3, 128]"
thing a plague of all cowards i say still,"[179, 8, 720, 6, 37, 2231, 3, 71]"
a kings son if i do not beat thee out of thy,"[8, 329, 161, 30, 3, 31, 12, 547]"
kingdom with a dagger of lath and drive all thy,"[1056, 21, 8, 1436, 6, 4956, 4, 1495]"
ill never wear hair on my face more you prince of wales,"[63, 130, 349, 572, 42, 10, 200, 55]"
are not you a coward answer me to that and poins there,"[39, 12, 7, 8, 773, 298, 15, 5]"
zounds ye fat paunch an ye call me coward by the,"[1991, 266, 802, 6068, 78, 266, 166, 15]"
i call thee coward ill see thee damned ere i call,"[3, 166, 40, 773, 63, 85, 40, 1315]"
thee coward but i would give a thousand pound i,"[40, 773, 19, 3, 43, 90, 8, 454]"
could run as fast as thou canst you are straight,"[128, 394, 22, 553, 22, 28, 403, 7]"
enough in the shoulders you care not who sees your,"[327, 11, 2, 1551, 7, 331, 12, 106]"
back call you that backing of your friends a,"[289, 166, 7, 9, 6069, 6, 27, 217]"
plague upon such backing give me them that will,"[720, 105, 99, 6069, 90, 15, 64, 9]"
face me give me a cup of sack i am a rogue if i,"[200, 15, 90, 15, 8, 1080, 6, 933]"
o villain thy lips are scarce wiped since thou,"[54, 493, 41, 508, 39, 866, 3746, 212]"
whats the matter there be four of us here have,"[436, 2, 309, 73, 18, 511, 6, 81]"
where is it taken from us it is a hundred upon,"[108, 13, 14, 731, 60, 81, 14, 13]"
i am a rogue if i were not at halfsword with a,"[3, 49, 8, 1053, 30, 3, 74, 12]"
dozen of them two hours together i have scaped by,"[2125, 6, 64, 137, 627, 539, 3, 20]"
i was a man all would not do a plague of all,"[3, 53, 8, 65, 37, 43, 12, 31]"
cowards let them speak if they speak more or,"[2231, 61, 64, 101, 30, 45, 101, 55]"
less than truth they are villains and the sons of darkness,"[367, 79, 263, 45, 39, 1243, 4, 2]"
you rogue they were bound every man of them or i,"[7, 1053, 45, 74, 409, 275, 65, 6]"
as we were sharing some six or seven fresh men set upon us,"[22, 38, 74, 4947, 103, 1027, 50, 862]"
and unbound the rest and then come in the other,"[4, 8205, 2, 234, 4, 62, 52, 11]"
all i know not what you call all but if i fought,"[37, 3, 69, 12, 32, 7, 166, 37]"
not with fifty of them i am a bunch of radish if,"[12, 21, 1789, 6, 64, 3, 49, 8]"
there were not two or three and fifty upon poor old,"[73, 74, 12, 137, 50, 225, 4, 1789]"
pray god you have not murdered some of them,"[123, 122, 7, 20, 12, 4957, 103, 6]"
nay thats past praying for i have peppered two,"[151, 250, 484, 4930, 16, 3, 20, 6071]"
of them two i am sure i have paid two rogues,"[6, 64, 137, 3, 49, 252, 3, 20]"
in buckram suits i tell thee what hal if i tell,"[11, 3716, 1891, 3, 94, 40, 32, 1160]"
thee a lie spit in my face call me horse thou,"[40, 8, 249, 1697, 11, 10, 200, 166]"
knowest my old ward here i lay and thus i bore my,"[2234, 10, 139, 2004, 72, 3, 313, 4]"
point four rogues in buckram let drive at me,"[527, 511, 2235, 11, 3716, 61, 1495, 46]"
these four came all afront and mainly thrust at,"[109, 511, 259, 37, 8207, 4, 6072, 1437]"
me i made me no more ado but took all their seven,"[15, 3, 114, 15, 33, 55, 2564, 19]"
seven by these hilts or i am a villain else,"[862, 36, 109, 3747, 50, 3, 49, 8]"
prithee let him alone we shall have more anon,"[515, 61, 23, 603, 38, 35, 20, 55]"
do so for it is worth the listening to these nine,"[31, 29, 16, 14, 13, 407, 2, 6073]"
began to give me ground but i followed me close,"[2565, 5, 90, 15, 550, 19, 3, 2763]"
came in foot and hand and with a thought seven of,"[259, 11, 413, 4, 112, 4, 21, 8]"
o monstrous eleven buckram men grown out of two,"[54, 2128, 2380, 3716, 116, 1202, 89, 6]"
but as the devil would have it three misbegotten,"[19, 22, 2, 348, 43, 20, 14, 225]"
knaves in kendal green came at my back and let drive,"[1113, 11, 6074, 711, 259, 46, 10, 289]"
at me for it was so dark hal that thou couldst,"[46, 15, 16, 14, 53, 29, 843, 1160]"
these lies are like their father that begets them,"[109, 396, 39, 87, 92, 165, 9, 4958]"
what art thou mad art thou mad is not the truth,"[32, 118, 28, 328, 118, 28, 328, 13]"
why how couldst thou know these men in kendal,"[91, 70, 1330, 28, 69, 109, 116, 11]"
green when it was so dark thou couldst not see thy,"[711, 58, 14, 53, 29, 843, 28, 1330]"
hand come tell us your reason what sayest thou to this,"[112, 52, 94, 81, 27, 393, 32, 1485]"
what upon compulsion zounds an i were at the,"[32, 105, 4959, 1991, 78, 3, 74, 46]"
strappado or all the racks in the world i would,"[8209, 50, 37, 2, 8210, 11, 2, 133]"
not tell you on compulsion give you a reason on,"[12, 94, 7, 42, 4959, 90, 7, 8]"
blackberries i would give no man a reason upon,"[8211, 3, 43, 90, 33, 65, 8, 393]"
ill be no longer guilty of this sin this sanguine,"[63, 18, 33, 786, 1691, 6, 24, 488]"
for breath to utter what is like thee you,"[16, 373, 5, 1329, 32, 13, 87, 40]"
well breathe awhile and then to it again and,"[51, 921, 1085, 4, 62, 5, 14, 178]"
we two saw you four set on four and bound them and,"[38, 137, 318, 7, 511, 196, 42, 511]"
